comment_text,label
Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yours,highly-toxic
"OK, I will upload under a different name.  I think this is definitely a better photo, especially with the IRI logo in the background.  The photo is not copyright protected. I got it from IRIB site and I will include the note in the upload.   5 July 2005 09:45 (UTC)",non-toxic
"Ok, i take your point. I just don't see why you guys have to be so gay about a page like this?! You aren't the brittania encyclopedia, mostly from what i can see you're a bunch of mugs with nothing better to do then write silly articles about nothing in particular. On the other hand this article is, in my opinion, an interesting and hopefully expanding drinking organisation. We are using wikipedia to spread the word about our idea and a bunch of loser gimps are trying to stop purely because they have nothing better to do.",toxic
"you're so idi.o.t, so st.u.p.id guy, fu.c.k.i.n.g portuguese, i ha.te the portugueses",highly-toxic
NO! I DON'T CARE U BITCH!!!,highly-toxic
"Marcus Qwertyus 

 Your a freeking homosexual. Whats your address. You want to start something, you little faggot. You suck your daddy's dick.",highly-toxic
YOU WILL SEE ME IN THE FUTURE...TRYIN 2 RUN 4 PRESIDENT..IF HILLARY DON'T (WIN)....CAUSE SHE WILL;)...FOOD 4 THOUGHT U DO THE DISHES,non-toxic
"Hi 

Im a fucking bitch.

50.180.208.181",highly-toxic
I am a total tool who reverts shit for fun ),toxic
"Did you blindly not continue reading the same source which says it was based on the court of the Great Seljuk? There's another source in this article which even strengthens that first source, which is about the official language of the state. Clearly the fact you decided to move around terms that don't please you is undeniable.",non-toxic
"""

My wording talked of many in Ireland - I think that can be assumed to include the bit at the top -). There are plenty of sources quoted that claim a lot of people in Ireland object. You're both right, we can't quantify - but """"many"""" isn't a quantity - it's an appropriately vague term. I think it's fair to draw from the sources that """"many in Ireland object to the term"""", considering the content of footnote 2. The impression given is more accurate than a bare """"the term is controversial"""", don't you think? (T • C) """,non-toxic
"Verbal must be stopped 

Anything you can do to rein in Verbal's rampant ego would be much appreciated.

He has decimated at least one page I know of with domineering tactics.

He's an ass.",toxic
fuck all admins that are on wikipedia why don't you just fucking kill all of your selfs you fucking douche bags-Zack E Bazemore,highly-toxic
"One more question
hey sir
that page is a hella of a proffessional looking biography now just get off my dick...seriously mother...im trying hard here to do what is recommended and all but...cmon man go on someone elses page and get a fucking life....i am featured on band mix myspace facebook page google profiles have a website and linked as much as i can
you gotta admit for the first post i ever did it came out alright... if you could help me though i dont want the top to say user/josheastman/JO i want it just to be JO",toxic
"""

 Large Hadron Collider is Science Collaboration of the Week 

  You voted for  and this article is now the current Science Collaboration of the Week!Please help to improve it to match the quality of an ideal Wikipedia science article.

 (talk • contribs) """,non-toxic
"""
Yes, he's blocked.  But blocked is only """"on the chimney top"""".  He could get off it.  But ... if he doesn't want to be here, why is he still here?  Why is he still talking?  Why hasn't he just gone away somewhere else, scrambled his password, asked for a WP:CLEANSTART, or whatever?  Only he can really answer those questions.  But there have to be answers.  Anyhoo, the snow is falling, falling (if sideways, at speed sometimes, still counts as """"falling""""), the neighbourhood looks clean and shining, and so on.  We've had 4 inches of snow in as many hours, and it looks set in for the morning, at least, if not the rest of the day.  (talk) """,non-toxic
"CALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WILL BAN YOU, AND I WILL KILL YOUCALTLAS IF YOU CONTINUE TO RVV IT, I WILL BLANK YOUR TALK PAGE, I WILL BLOCK YOU, I WI",highly-toxic
